date,total_crimes,theft,battery,burglary,assault,narcotics,criminal_damage,arrest_count,domestic_count,tmax_c,tmin_c,tmax_f,tmin_f,prcp_mm,snow_mm,snwd_mm,awnd_ms
2021-08-06,596,111,117,27,62,12,63,69,129,28.3,18.9,82.94,66.02,4.8,0.0,0.0,4.6
2021-08-07,616,134,139,15,65,7,82,63,136,31.7,19.4,89.06,66.92,0.0,0.0,0.0,3.4
2021-08-08,622,109,167,19,64,11,87,68,164,33.3,21.7,91.94,71.06,0.8,0.0,0.0,5.3
2021-08-09,570,118,109,22,50,5,80,52,119,28.3,21.1,82.94,69.98,16.3,0.0,0.0,4.5
2021-08-10,538,98,103,29,67,9,71,51,129,33.9,21.1,93.02,69.98,9.7,0.0,0.0,3.8
2021-08-11,552,119,102,30,50,13,82,63,119,31.1,22.2,87.98,71.96,2.3,0.0,0.0,6.0
2021-08-12,535,119,95,24,58,14,63,57,111,29.4,22.2,84.91999999999999,71.96,0.0,0.0,0.0,4.3
2021-08-13,566,127,109,15,55,12,60,61,112,28.9,21.1,84.02,69.98,0.0,0.0,0.0,2.9
2021-08-14,612,122,130,21,54,7,78,75,148,26.7,16.7,80.06,62.059999999999995,0.0,0.0,0.0,2.9
2021-08-15,599,100,152,17,56,12,68,70,155,26.7,15.6,80.06,60.08,0.0,0.0,0.0,2.8
2021-08-16,609,124,114,15,64,13,60,81,150,26.7,17.2,80.06,62.959999999999994,0.0,0.0,0.0,2.6
2021-08-17,593,115,117,17,53,18,60,82,137,28.9,18.9,84.02,66.02,0.0,0.0,0.0,2.3
2021-08-18,523,113,104,17,54,11,77,43,105,30.0,21.1,86.0,69.98,0.0,0.0,0.0,3.0
2021-08-19,560,138,111,17,60,2,74,39,144,31.1,22.2,87.98,71.96,0.0,0.0,0.0,2.6
2021-08-20,607,146,100,21,48,7,81,67,115,32.8,21.1,91.03999999999999,69.98,0.0,0.0,0.0,2.4
2021-08-21,684,146,154,17,68,9,88,69,157,31.1,22.8,87.98,73.04,15.2,0.0,0.0,3.7
2021-08-22,611,137,145,16,62,11,81,64,149,28.3,21.1,82.94,69.98,0.0,0.0,0.0,3.9
2021-08-23,638,124,113,30,63,17,76,81,136,30.6,19.4,87.08000000000001,66.92,0.0,0.0,0.0,2.6
2021-08-24,565,121,110,17,51,14,83,70,142,35.0,22.2,95.0,71.96,48.5,0.0,0.0,3.8
2021-08-25,573,135,92,13,57,15,72,70,118,34.4,21.7,93.91999999999999,71.06,9.9,0.0,0.0,2.9
2021-08-26,585,136,107,12,72,10,69,57,122,32.2,21.1,89.96000000000001,69.98,0.0,0.0,0.0,2.4
2021-08-27,674,149,121,20,80,15,78,88,157,32.8,22.8,91.03999999999999,73.04,0.0,0.0,0.0,2.7
2021-08-28,621,142,142,13,64,7,69,63,161,33.3,24.4,91.94,75.92,0.0,0.0,0.0,3.8
2021-08-29,651,114,164,19,70,4,88,61,184,31.7,22.2,89.06,71.96,7.1,0.0,0.0,4.7
2021-08-30,618,121,131,19,68,9,75,52,148,29.4,19.4,84.91999999999999,66.92,0.0,0.0,0.0,2.1
2021-08-31,600,144,142,23,42,19,56,70,136,27.8,18.9,82.04,66.02,0.0,0.0,0.0,3.6
2021-09-01,761,142,114,25,79,13,86,76,152,24.4,17.2,75.92,62.959999999999994,0.0,0.0,0.0,5.4
2021-09-02,554,98,119,15,71,11,62,68,122,25.6,16.7,78.08,62.059999999999995,0.0,0.0,0.0,2.6
2021-09-03,645,149,115,19,61,13,70,70,123,23.9,17.8,75.02,64.04,0.3,0.0,0.0,3.1
2021-09-04,669,144,140,20,68,7,95,82,134,22.8,17.2,73.04,62.959999999999994,0.0,0.0,0.0,3.8
2021-09-05,673,136,159,15,58,10,96,92,168,27.8,15.6,82.04,60.08,0.0,0.0,0.0,3.7
2021-09-06,630,115,146,20,73,4,77,81,174,27.8,16.1,82.04,60.980000000000004,0.0,0.0,0.0,2.2
2021-09-07,568,107,103,27,60,9,79,62,129,31.1,18.3,87.98,64.94,0.0,0.0,0.0,4.7
2021-09-08,580,123,111,18,73,11,66,74,109,26.1,15.0,78.98,59.0,0.0,0.0,0.0,4.7
2021-09-09,614,121,131,27,64,9,59,68,128,25.0,14.4,77.0,57.92,0.0,0.0,0.0,2.5
2021-09-10,676,147,137,16,73,13,75,73,122,26.7,15.0,80.06,59.0,0.0,0.0,0.0,2.6
2021-09-11,656,122,142,25,72,6,80,71,167,30.6,18.3,87.08000000000001,64.94,0.0,0.0,0.0,3.9
2021-09-12,674,119,157,20,73,5,95,78,168,30.6,20.0,87.08000000000001,68.0,0.0,0.0,0.0,4.7
2021-09-13,687,137,139,23,77,11,71,85,159,31.1,20.0,87.98,68.0,0.0,0.0,0.0,2.7
2021-09-14,645,113,115,25,86,13,83,70,146,30.0,18.9,86.0,66.02,0.0,0.0,0.0,6.0
2021-09-15,664,155,123,25,61,10,76,72,124,26.1,15.0,78.98,59.0,0.0,0.0,0.0,2.6
2021-09-16,674,144,142,28,72,5,80,65,135,27.8,13.9,82.04,57.02,0.0,0.0,0.0,2.6
2021-09-17,618,128,135,18,71,5,75,63,120,31.7,17.8,89.06,64.04,11.4,0.0,0.0,3.6
2021-09-18,659,131,153,21,56,4,97,59,151,25.0,18.9,77.0,66.02,0.0,0.0,0.0,4.2
2021-09-19,710,128,169,17,83,9,101,74,188,31.7,17.8,89.06,64.04,0.0,0.0,0.0,2.4
2021-09-20,656,127,115,25,70,6,77,63,142,27.8,21.1,82.04,69.98,2.0,0.0,0.0,5.0
2021-09-21,630,147,106,28,58,7,62,60,126,23.9,15.6,75.02,60.08,4.3,0.0,0.0,5.5
2021-09-22,626,136,89,30,65,17,69,57,111,17.2,13.3,62.959999999999994,55.94,10.2,0.0,0.0,7.5
2021-09-23,621,159,104,22,68,8,68,66,132,19.4,10.6,66.92,51.08,0.0,0.0,0.0,4.8
2021-09-24,596,137,118,24,46,10,65,52,103,26.1,11.1,78.98,51.98,3.0,0.0,0.0,5.8
2021-09-25,637,146,120,23,58,14,71,68,134,20.6,10.0,69.08,50.0,0.0,0.0,0.0,4.3
2021-09-26,618,107,150,24,61,8,77,62,150,28.3,12.2,82.94,53.96,0.0,0.0,0.0,5.6
2021-09-27,632,127,113,22,82,9,66,74,143,30.6,17.2,87.08000000000001,62.959999999999994,0.0,0.0,0.0,5.3
2021-09-28,666,128,123,20,77,17,91,73,131,22.8,15.6,73.04,60.08,0.0,0.0,0.0,4.0
2021-09-29,646,144,121,27,74,12,70,68,129,27.8,12.8,82.04,55.04,0.0,0.0,0.0,2.3
2021-09-30,614,136,121,19,49,15,59,81,120,26.7,15.0,80.06,59.0,0.0,0.0,0.0,2.1
2021-10-01,835,185,118,27,69,9,86,68,136,29.4,16.1,84.91999999999999,60.980000000000004,0.0,0.0,0.0,2.6
2021-10-02,700,154,144,33,57,16,73,67,151,26.7,18.9,80.06,66.02,0.5,0.0,0.0,3.6
2021-10-03,693,148,151,13,75,4,87,72,173,24.4,18.3,75.92,64.94,3.6,0.0,0.0,2.4
2021-10-04,625,110,125,15,79,16,80,80,138,22.8,17.8,73.04,64.04,0.0,0.0,0.0,5.3
2021-10-05,636,152,104,24,73,13,76,63,110,19.4,18.3,66.92,64.94,0.0,0.0,0.0,5.1
2021-10-06,667,131,127,23,76,16,78,74,134,20.0,17.8,68.0,64.04,0.0,0.0,0.0,4.3
2021-10-07,582,103,107,31,59,17,71,53,120,23.9,18.3,75.02,64.94,16.8,0.0,0.0,2.2
2021-10-08,638,137,120,16,79,18,75,75,120,23.9,16.7,75.02,62.059999999999995,0.3,0.0,0.0,1.5
2021-10-09,648,133,138,27,57,11,75,76,145,26.7,17.8,80.06,64.04,0.3,0.0,0.0,2.6
2021-10-10,641,126,167,17,70,5,79,59,156,26.1,21.1,78.98,69.98,0.5,0.0,0.0,4.7
2021-10-11,566,124,116,22,42,10,61,70,122,25.0,16.7,77.0,62.059999999999995,19.0,0.0,0.0,5.0
2021-10-12,634,123,123,29,65,14,77,65,114,18.3,13.3,64.94,55.94,0.3,0.0,0.0,3.6
2021-10-13,605,136,105,20,60,12,85,62,118,21.7,11.7,71.06,53.06,8.9,0.0,0.0,3.3
2021-10-14,607,127,123,25,71,13,58,57,122,21.7,13.3,71.06,55.94,4.1,0.0,0.0,2.6
2021-10-15,632,161,108,30,65,5,66,64,130,16.7,10.6,62.059999999999995,51.08,0.5,0.0,0.0,3.3
2021-10-16,605,130,125,23,53,5,88,49,145,15.0,6.7,59.0,44.06,0.0,0.0,0.0,4.7
2021-10-17,619,129,146,24,66,8,73,64,169,18.9,5.6,66.02,42.08,0.0,0.0,0.0,3.2
2021-10-18,641,125,115,27,51,6,73,63,113,22.2,7.2,71.96,44.96,0.0,0.0,0.0,1.9
2021-10-19,562,137,108,21,58,12,59,55,88,21.7,11.1,71.06,51.98,0.0,0.0,0.0,3.6
2021-10-20,606,134,136,22,63,12,61,72,119,22.2,11.7,71.96,53.06,0.0,0.0,0.0,3.8
2021-10-21,637,139,109,30,67,10,65,60,122,18.3,6.7,64.94,44.06,0.0,0.0,0.0,5.0
2021-10-22,608,154,112,20,52,11,86,63,105,13.3,5.0,55.94,41.0,0.0,0.0,0.0,2.5
2021-10-23,645,147,126,26,47,4,83,74,138,13.3,3.9,55.94,39.02,0.0,0.0,0.0,1.6
2021-10-24,486,96,107,21,33,10,53,49,121,10.6,3.9,51.08,39.02,47.0,0.0,0.0,5.5
2021-10-25,579,150,96,24,61,9,70,51,135,12.8,8.3,55.04,46.94,19.3,0.0,0.0,8.8
2021-10-26,637,169,99,22,55,13,68,66,93,13.9,5.0,57.02,41.0,0.0,0.0,0.0,3.4
2021-10-27,605,143,102,26,59,10,59,57,114,13.3,3.3,55.94,37.94,0.0,0.0,0.0,3.3
2021-10-28,593,135,98,31,50,8,58,48,114,13.9,8.9,57.02,48.02,11.2,0.0,0.0,4.4
2021-10-29,611,129,110,30,56,6,66,64,108,13.3,11.7,55.94,53.06,13.5,0.0,0.0,7.9
2021-10-30,618,139,123,23,63,9,61,86,124,15.0,7.2,59.0,44.96,1.0,0.0,0.0,5.5
2021-10-31,659,121,170,35,42,14,96,74,134,11.7,3.9,53.06,39.02,0.0,0.0,0.0,4.5
2021-11-01,708,144,105,19,51,8,80,61,153,9.4,1.7,48.92,35.06,0.0,0.0,0.0,3.6
2021-11-02,603,127,109,26,65,12,62,62,108,8.3,0.0,46.94,32.0,0.0,0.0,0.0,3.6
2021-11-03,594,139,120,21,66,10,65,63,122,7.2,-1.6,44.96,29.12,0.0,0.0,0.0,2.3
2021-11-04,575,97,101,27,71,13,62,58,98,8.3,-1.6,46.94,29.12,0.0,0.0,0.0,2.1
2021-11-05,575,122,94,26,58,16,81,70,109,11.1,1.1,51.98,33.98,0.0,0.0,0.0,3.5
2021-11-06,632,143,124,24,40,9,100,67,139,15.0,2.2,59.0,35.96,0.0,0.0,0.0,4.4
2021-11-07,640,113,134,26,49,9,104,65,145,18.3,5.0,64.94,41.0,0.0,0.0,0.0,4.4
2021-11-08,659,138,111,28,82,6,85,67,118,18.3,9.4,64.94,48.92,0.0,0.0,0.0,3.5
2021-11-09,627,142,91,25,67,7,84,60,123,14.4,5.6,57.92,42.08,0.0,0.0,0.0,4.2
2021-11-10,628,158,102,25,60,8,85,53,125,13.3,3.3,55.94,37.94,0.0,0.0,0.0,3.9
2021-11-11,569,127,89,34,54,14,66,59,101,13.9,5.0,57.02,41.0,11.2,0.0,0.0,5.7
2021-11-12,551,127,73,28,42,17,59,66,104,6.1,1.7,42.980000000000004,35.06,1.3,0.0,0.0,6.4
2021-11-13,589,134,98,21,58,13,74,89,124,3.9,0.6,39.02,33.08,0.8,0.0,0.0,5.0
2021-11-14,559,123,97,17,61,9,74,83,124,2.8,0.6,37.04,33.08,0.3,0.0,0.0,6.3
2021-11-15,598,115,84,24,62,12,72,58,129,2.2,-1.0,35.96,30.2,0.3,0.0,0.0,2.0
2021-11-16,598,148,100,22,69,14,65,68,100,13.3,-1.0,55.94,30.2,0.0,0.0,0.0,4.0
2021-11-17,533,130,81,19,41,12,55,61,82,16.1,4.4,60.980000000000004,39.92,3.3,0.0,0.0,5.5
2021-11-18,579,120,104,32,49,15,58,76,121,4.4,0.0,39.92,32.0,0.0,0.0,0.0,6.4
2021-11-19,576,138,111,26,51,6,63,72,109,4.4,-3.2,39.92,26.240000000000002,0.0,0.0,0.0,3.5
2021-11-20,613,141,119,24,47,17,81,92,134,10.0,2.2,50.0,35.96,0.0,0.0,0.0,3.6
2021-11-21,586,97,137,21,49,2,76,62,155,12.8,-1.0,55.04,30.2,0.0,0.0,0.0,4.7
2021-11-22,546,114,101,32,54,8,55,78,113,2.2,-4.9,35.96,23.18,0.0,0.0,0.0,4.1
2021-11-23,504,123,90,31,36,7,52,62,96,6.1,-4.3,42.980000000000004,24.26,0.0,0.0,0.0,4.2
2021-11-24,600,165,103,23,48,15,58,59,116,11.7,2.8,53.06,37.04,1.0,0.0,0.0,6.0
2021-11-25,411,59,106,22,44,3,66,39,138,8.9,-4.9,48.02,23.18,0.0,0.0,0.0,6.0
2021-11-26,545,131,96,19,40,8,64,69,129,-0.5,-7.7,31.1,18.14,0.0,0.0,0.0,2.9
2021-11-27,550,135,91,24,44,5,62,73,115,5.6,-1.0,42.08,30.2,0.0,0.0,0.0,4.3
2021-11-28,567,94,131,14,64,7,77,71,162,5.0,-2.7,41.0,27.14,0.0,0.0,0.0,4.2
2021-11-29,601,156,101,29,53,8,59,59,118,5.0,-2.7,41.0,27.14,0.0,0.0,0.0,4.1
2021-11-30,571,144,98,25,54,15,43,68,111,11.7,1.1,53.06,33.98,0.0,0.0,0.0,3.3
2021-12-01,721,151,105,19,69,15,61,62,131,9.4,1.1,48.92,33.98,0.0,0.0,0.0,3.9
2021-12-02,629,119,105,23,80,16,68,85,123,15.0,6.7,59.0,44.06,0.0,0.0,0.0,4.4
2021-12-03,676,150,121,29,69,7,66,69,135,10.6,2.8,51.08,37.04,0.0,0.0,0.0,3.1
2021-12-04,605,129,114,30,46,7,66,81,116,6.7,-0.5,44.06,31.1,0.0,0.0,0.0,3.0
2021-12-05,556,106,118,21,56,3,64,57,148,5.0,1.1,41.0,33.98,6.6,0.0,0.0,4.2
2021-12-06,559,132,106,17,51,10,60,45,120,3.3,-9.3,37.94,15.259999999999998,0.0,0.0,0.0,7.8
2021-12-07,526,120,107,19,46,10,62,53,105,-3.2,-10.5,26.240000000000002,13.100000000000001,0.0,0.0,0.0,3.1
2021-12-08,604,125,97,26,52,10,73,65,117,1.7,-3.8,35.06,25.16,0.0,0.0,0.0,3.0
2021-12-09,584,146,102,26,56,9,56,52,107,7.8,-2.1,46.04,28.22,0.0,0.0,0.0,3.9
2021-12-10,599,139,101,25,52,10,71,71,118,15.6,2.2,60.08,35.96,21.3,0.0,0.0,4.1
2021-12-11,550,115,78,18,48,12,74,89,96,14.4,0.0,57.92,32.0,0.0,0.0,0.0,7.3
2021-12-12,595,122,122,20,60,8,78,73,143,8.9,0.0,48.02,32.0,0.0,0.0,0.0,6.4
2021-12-13,607,137,102,34,52,11,77,61,130,9.4,0.6,48.92,33.08,0.0,0.0,0.0,3.4
2021-12-14,565,144,95,23,62,7,55,50,114,12.2,0.0,53.96,32.0,0.8,0.0,0.0,3.6
2021-12-15,632,152,86,34,65,9,69,44,114,18.9,10.0,66.02,50.0,0.0,0.0,0.0,8.5
2021-12-16,605,135,100,35,48,14,70,55,106,18.9,0.0,66.02,32.0,0.0,0.0,0.0,8.6
2021-12-17,574,156,111,20,55,7,50,68,127,4.4,-3.2,39.92,26.240000000000002,0.0,0.0,0.0,3.7
2021-12-18,577,121,114,32,48,16,69,89,120,4.4,-0.5,39.92,31.1,1.5,0.0,0.0,4.5
2021-12-19,511,94,111,23,41,7,57,74,126,2.8,-2.1,37.04,28.22,0.0,0.0,0.0,3.3
2021-12-20,543,133,95,27,51,4,56,58,141,5.6,-1.0,42.08,30.2,0.0,0.0,0.0,4.9
2021-12-21,512,116,101,19,45,6,58,62,123,4.4,-4.9,39.92,23.18,0.0,0.0,0.0,5.2
2021-12-22,483,133,87,16,31,10,41,52,103,-0.5,-7.1,31.1,19.22,0.0,0.0,0.0,3.6
2021-12-23,538,131,92,20,45,7,65,66,116,7.8,-2.7,46.04,27.14,0.0,0.0,0.0,3.5
2021-12-24,484,127,101,18,38,0,59,42,129,13.9,1.1,57.02,33.98,0.0,0.0,0.0,4.0
2021-12-25,469,66,125,28,45,2,67,44,153,12.8,-0.5,55.04,31.1,0.8,0.0,0.0,4.1
2021-12-26,447,87,109,18,43,4,52,45,133,6.1,-3.2,42.980000000000004,26.240000000000002,9.4,0.0,0.0,3.8
2021-12-27,511,107,103,17,50,11,58,45,119,7.8,0.0,46.04,32.0,8.1,0.0,0.0,4.7
2021-12-28,459,105,70,16,51,7,75,42,97,2.8,-1.0,37.04,30.2,9.7,38.0,0.0,2.8
2021-12-29,500,109,79,20,44,7,59,41,109,2.2,-2.1,35.96,28.22,0.3,10.0,30.0,3.6
2021-12-30,554,134,102,24,43,3,85,49,120,2.8,-1.6,37.04,29.12,0.0,0.0,0.0,2.3
2021-12-31,610,90,113,22,53,8,98,86,133,6.1,0.6,42.980000000000004,33.08,0.0,0.0,0.0,3.7
2022-01-01,873,130,143,17,46,3,121,86,266,3.3,-4.3,37.94,24.26,5.8,81.0,0.0,8.8
2022-01-02,410,86,74,10,34,3,54,38,88,-2.1,-10.5,28.22,13.100000000000001,1.0,23.0,100.0,4.3
2022-01-03,422,103,63,14,44,7,47,45,82,-5.5,-12.7,22.1,9.14,0.0,0.0,100.0,3.8
2022-01-04,474,119,73,18,45,9,45,49,94,1.7,-5.5,35.06,22.1,0.0,0.0,80.0,5.8
2022-01-05,421,102,76,15,25,6,32,46,88,1.1,-11.0,33.98,12.2,0.0,3.0,80.0,8.5
2022-01-06,480,100,73,21,40,4,53,41,89,-9.3,-15.5,15.259999999999998,4.100000000000001,0.0,0.0,80.0,5.3
2022-01-07,485,99,75,8,44,9,60,65,102,-9.3,-18.2,15.259999999999998,-0.759999999999998,0.0,0.0,80.0,3.4
2022-01-08,420,96,74,20,28,8,48,47,81,1.1,-10.5,33.98,13.100000000000001,1.3,0.0,80.0,5.1
2022-01-09,421,86,86,16,44,5,38,50,110,1.1,-12.7,33.98,9.14,0.0,0.0,50.0,5.4
2022-01-10,466,108,90,10,40,5,48,38,98,-8.8,-14.9,16.16,5.18,0.0,0.0,50.0,4.0
2022-01-11,463,109,67,27,45,7,47,46,92,2.2,-15.5,35.96,4.100000000000001,0.0,0.0,50.0,6.0
2022-01-12,528,132,79,26,37,7,64,49,79,5.0,-0.5,41.0,31.1,0.0,0.0,50.0,2.7
2022-01-13,564,129,96,22,60,13,46,60,103,4.4,-1.6,39.92,29.12,0.0,0.0,30.0,2.6
2022-01-14,611,140,99,32,57,5,74,66,125,2.2,-3.2,35.96,26.240000000000002,0.3,3.0,0.0,7.3
2022-01-15,538,121,114,18,34,8,64,68,100,-3.2,-8.8,26.240000000000002,16.16,0.5,5.0,0.0,5.8
2022-01-16,519,101,119,17,28,9,55,89,121,-1.6,-11.0,29.12,12.2,0.3,5.0,0.0,2.1
2022-01-17,491,106,84,22,54,8,45,53,113,-2.1,-5.5,28.22,22.1,0.0,0.0,0.0,5.0
2022-01-18,616,136,106,19,56,12,56,64,126,6.7,-6.6,44.06,20.12,0.0,0.0,0.0,5.9
2022-01-19,538,121,91,20,55,7,48,49,100,4.4,-12.1,39.92,10.220000000000002,0.0,0.0,0.0,5.7
2022-01-20,502,118,79,18,40,9,57,71,102,-7.1,-14.3,19.22,6.259999999999998,0.0,0.0,0.0,4.3
2022-01-21,562,140,101,20,42,11,66,66,108,-3.8,-14.3,25.16,6.259999999999998,0.0,0.0,0.0,2.9
2022-01-22,536,111,114,19,33,12,58,45,120,0.6,-7.1,33.08,19.22,0.5,5.0,0.0,6.2
2022-01-23,440,74,115,20,44,15,49,73,126,-6.0,-13.8,21.2,7.16,6.1,89.0,100.0,4.3
2022-01-24,456,95,84,19,38,12,40,62,112,-3.2,-12.1,26.240000000000002,10.220000000000002,3.6,56.0,100.0,4.3
2022-01-25,496,92,79,18,46,10,51,56,97,-11.0,-17.7,12.2,0.14000000000000412,0.0,0.0,130.0,4.4
2022-01-26,495,106,100,16,44,14,38,55,95,-9.3,-21.0,15.259999999999998,-5.799999999999997,0.0,0.0,130.0,3.9
2022-01-27,577,132,97,23,61,17,43,80,116,0.0,-9.9,32.0,14.18,0.0,0.0,100.0,5.5
2022-01-28,463,111,77,19,42,9,47,56,93,-3.2,-11.6,26.240000000000002,11.120000000000001,2.0,84.0,130.0,4.1
2022-01-29,493,96,106,15,41,10,59,68,123,-5.5,-13.8,22.1,7.16,0.0,0.0,150.0,3.4
2022-01-30,500,88,113,24,39,8,78,76,133,-0.5,-11.6,31.1,11.120000000000001,0.0,0.0,100.0,2.7
2022-01-31,510,107,102,16,38,9,57,59,109,0.6,-3.8,33.08,25.16,0.0,0.0,100.0,3.7
2022-02-01,669,131,118,20,47,15,61,78,138,7.8,0.0,46.04,32.0,2.3,5.0,100.0,4.9
2022-02-02,399,77,74,11,41,11,37,53,89,0.6,-8.8,33.08,16.16,7.6,137.0,50.0,6.9
2022-02-03,489,95,82,23,57,21,46,82,95,-4.3,-8.8,24.26,16.16,0.0,0.0,150.0,7.8
2022-02-04,548,129,92,14,45,21,47,82,101,-4.3,-12.1,24.26,10.220000000000002,0.3,13.0,130.0,3.9
2022-02-05,504,116,103,13,41,13,61,78,112,-6.6,-15.5,20.12,4.100000000000001,0.0,0.0,130.0,5.1
2022-02-06,497,100,101,10,40,16,55,82,101,0.6,-7.7,33.08,18.14,0.0,0.0,130.0,5.7
2022-02-07,547,114,104,16,40,18,50,68,110,-0.5,-7.7,31.1,18.14,0.0,0.0,100.0,3.9
2022-02-08,596,143,102,15,69,15,57,87,118,3.3,-7.1,37.94,19.22,0.0,0.0,80.0,4.7
2022-02-09,561,131,106,14,50,24,49,85,111,5.0,0.0,41.0,32.0,0.0,0.0,50.0,5.5
2022-02-10,589,149,86,24,56,23,52,94,88,1.7,-2.7,35.06,27.14,0.3,3.0,30.0,5.9
2022-02-11,582,125,86,26,53,20,62,91,106,6.7,-2.1,44.06,28.22,2.0,13.0,0.0,6.7
2022-02-12,580,131,102,21,62,18,60,84,124,-2.1,-10.5,28.22,13.100000000000001,0.0,0.0,0.0,5.0
2022-02-13,479,106,96,16,51,7,57,57,133,-6.6,-11.0,20.12,12.2,0.0,0.0,0.0,3.2
2022-02-14,567,120,124,15,46,13,50,68,135,-3.2,-9.9,26.240000000000002,14.18,0.0,0.0,0.0,2.8
2022-02-15,593,124,116,22,50,24,51,93,122,7.2,-5.5,44.96,22.1,0.0,0.0,0.0,4.7
2022-02-16,595,120,106,27,63,18,59,81,107,12.8,5.0,55.04,41.0,21.1,0.0,0.0,7.1
2022-02-17,513,115,93,25,57,17,65,61,109,5.0,-8.8,41.0,16.16,5.6,74.0,0.0,8.6
2022-02-18,517,92,92,19,46,19,54,72,99,-0.5,-13.8,31.1,7.16,0.0,0.0,50.0,6.6
2022-02-19,564,113,115,22,50,18,70,78,124,-3.8,-12.7,25.16,9.14,0.0,0.0,50.0,6.3
2022-02-20,497,104,98,12,43,14,48,80,132,8.3,-8.2,46.94,17.240000000000002,0.0,0.0,30.0,7.7
2022-02-21,544,133,91,21,37,16,66,76,116,8.9,0.0,48.02,32.0,0.0,0.0,0.0,3.5
2022-02-22,565,138,90,18,40,16,56,73,85,6.7,-4.9,44.06,23.18,22.1,0.0,0.0,5.4
2022-02-23,566,125,81,16,63,22,65,83,102,-4.9,-9.3,23.18,15.259999999999998,0.0,3.0,0.0,5.1
2022-02-24,521,107,93,20,41,17,52,71,108,-2.7,-6.0,27.14,21.2,2.8,28.0,0.0,5.2
2022-02-25,572,145,102,20,49,13,47,86,113,-0.5,-7.7,31.1,18.14,1.8,51.0,80.0,3.3
2022-02-26,531,125,95,21,46,15,40,72,118,-0.5,-10.5,31.1,13.100000000000001,0.0,0.0,30.0,4.7
2022-02-27,542,108,121,12,52,10,77,84,142,6.1,-3.2,42.980000000000004,26.240000000000002,0.0,0.0,0.0,3.6
2022-02-28,567,115,91,17,58,17,60,66,98,11.7,-2.7,53.06,27.14,0.0,0.0,0.0,4.7
2022-03-01,689,154,93,12,52,26,64,82,121,12.2,2.2,53.96,35.96,0.0,0.0,0.0,3.3
2022-03-02,589,134,112,15,54,18,54,76,132,14.4,0.6,57.92,33.08,0.0,0.0,0.0,4.3
2022-03-03,606,150,114,21,47,18,58,83,116,2.2,-2.1,35.96,28.22,0.0,0.0,0.0,5.3
2022-03-04,648,162,90,22,43,25,82,79,96,5.0,-2.1,41.0,28.22,0.0,0.0,0.0,3.9
2022-03-05,619,145,118,20,44,9,79,82,128,20.6,3.9,69.08,39.02,3.0,0.0,0.0,6.4
2022-03-06,537,102,135,13,44,16,73,72,151,15.0,1.7,59.0,35.06,0.5,0.0,0.0,7.0
2022-03-07,541,118,91,24,44,15,63,73,91,2.2,-1.0,35.96,30.2,8.9,74.0,30.0,5.4
2022-03-08,588,142,93,18,61,26,52,84,119,3.9,-2.7,39.02,27.14,0.0,0.0,30.0,3.2
2022-03-09,529,114,79,15,45,21,58,71,93,5.0,-2.7,41.0,27.14,0.0,0.0,0.0,4.3
2022-03-10,585,134,119,20,43,21,52,68,113,-0.5,-5.5,31.1,22.1,0.5,15.0,0.0,2.8
2022-03-11,560,125,88,25,53,16,48,76,105,-0.5,-8.8,31.1,16.16,0.3,8.0,30.0,5.4
2022-03-12,636,152,116,15,46,17,57,84,128,-4.9,-11.6,23.18,11.120000000000001,0.0,0.0,0.0,5.9
2022-03-13,571,112,131,16,41,19,56,75,142,10.6,-6.0,51.08,21.2,0.0,0.0,0.0,5.2
2022-03-14,598,133,101,25,65,17,54,73,130,17.2,2.8,62.959999999999994,37.04,0.0,0.0,0.0,4.4
2022-03-15,588,150,94,19,60,14,54,75,112,12.2,2.2,53.96,35.96,0.0,0.0,0.0,2.8
2022-03-16,622,147,118,20,61,9,72,70,98,21.1,2.2,69.98,35.96,0.0,0.0,0.0,3.5
2022-03-17,611,154,110,17,60,18,68,56,109,22.8,8.3,73.04,46.94,0.0,0.0,0.0,3.4
2022-03-18,582,135,103,22,46,13,63,60,114,8.3,4.4,46.94,39.92,16.3,0.0,0.0,7.7
2022-03-19,588,146,113,19,50,13,85,73,136,6.1,2.8,42.980000000000004,37.04,1.5,0.0,0.0,4.3
2022-03-20,661,132,148,17,67,14,84,83,163,17.2,1.1,62.959999999999994,33.98,0.0,0.0,0.0,2.9
2022-03-21,627,128,132,18,58,15,68,78,117,23.3,5.6,73.94,42.08,0.0,0.0,0.0,3.8
2022-03-22,641,141,110,22,69,20,48,101,118,13.3,7.2,55.94,44.96,5.6,0.0,0.0,5.3
2022-03-23,578,137,89,16,67,15,55,69,102,14.4,7.8,57.92,46.04,9.4,0.0,0.0,3.8
2022-03-24,604,151,117,23,54,11,67,73,139,7.8,3.9,46.04,39.02,6.4,0.0,0.0,3.5
2022-03-25,621,151,100,13,61,22,66,90,127,8.3,1.7,46.94,35.06,0.3,0.0,0.0,6.7
2022-03-26,586,111,129,15,48,12,85,78,157,1.7,-3.2,35.06,26.240000000000002,0.0,0.0,0.0,6.5
2022-03-27,522,91,123,25,45,10,61,74,145,2.2,-5.5,35.96,22.1,0.0,0.0,0.0,4.0
2022-03-28,602,147,83,20,38,11,75,75,92,1.7,-5.5,35.06,22.1,0.0,0.0,0.0,4.1
2022-03-29,555,125,92,20,63,14,48,67,109,6.7,-1.6,44.06,29.12,0.0,0.0,0.0,6.7
