date,total_crimes,theft,battery,burglary,assault,narcotics,criminal_damage,arrest_count,domestic_count,tmax_c,tmin_c,tmax_f,tmin_f,prcp_mm,snow_mm,snwd_mm,awnd_ms
2018-01-01,1038,137,162,32,38,17,67,163,357,-17.1,-22.7,1.2199999999999989,-8.86,0.0,0.0,30.0,4.8
2018-01-02,564,128,89,20,28,25,46,121,110,-13.2,-22.7,8.240000000000002,-8.86,0.0,0.0,30.0,5.0
2018-01-03,576,159,81,19,39,34,38,108,84,-8.2,-14.3,17.240000000000002,6.259999999999998,0.0,3.0,30.0,5.5
2018-01-04,601,134,102,31,42,22,47,111,115,-11.0,-17.7,12.2,0.14000000000000412,0.0,0.0,30.0,5.5
2018-01-05,666,164,107,24,53,28,63,107,125,-11.6,-18.2,11.120000000000001,-0.759999999999998,0.0,0.0,30.0,4.8
2018-01-06,589,111,132,28,48,21,51,115,140,-8.2,-18.8,17.240000000000002,-1.8400000000000034,0.0,0.0,30.0,2.9
2018-01-07,534,108,120,23,39,18,55,96,140,0.6,-13.2,33.08,8.240000000000002,0.8,0.0,25.0,6.7
2018-01-08,624,164,98,28,40,44,54,146,107,2.8,-0.5,37.04,31.1,0.0,0.0,30.0,5.3
2018-01-09,652,158,98,46,46,48,47,156,105,2.2,-3.2,35.96,26.240000000000002,0.0,0.0,0.0,2.7
2018-01-10,720,183,112,32,49,46,75,164,123,13.3,-1.0,55.94,30.2,0.3,0.0,0.0,7.1
2018-01-11,703,164,101,36,64,35,90,136,102,15.0,-4.9,59.0,23.18,9.1,0.0,0.0,7.3
2018-01-12,708,164,111,28,46,40,78,134,122,-4.9,-9.9,23.18,14.18,0.0,0.0,0.0,8.9
2018-01-13,618,134,121,31,45,26,59,123,118,-8.8,-14.3,16.16,6.259999999999998,0.0,0.0,0.0,4.4
2018-01-14,566,118,137,18,33,22,58,122,143,-6.0,-14.9,21.2,5.18,2.0,20.0,0.0,4.2
2018-01-15,530,120,84,27,35,35,45,110,107,-4.3,-12.1,24.26,10.220000000000002,3.6,58.0,50.0,4.9
2018-01-16,614,146,111,25,48,33,43,120,108,-3.2,-12.7,26.240000000000002,9.14,0.3,15.0,80.0,5.3
2018-01-17,649,149,118,34,43,39,60,133,132,-6.6,-15.5,20.12,4.100000000000001,0.0,0.0,80.0,5.5
2018-01-18,627,162,91,35,45,31,58,131,100,0.0,-8.8,32.0,16.16,0.0,0.0,50.0,6.7
2018-01-19,711,179,111,42,35,49,74,172,107,4.4,-2.1,39.92,28.22,0.0,0.0,50.0,7.5
2018-01-20,731,194,134,33,52,49,67,174,140,7.2,0.0,44.96,32.0,0.0,0.0,0.0,3.7
2018-01-21,718,168,142,32,59,41,81,156,138,6.7,2.2,44.06,35.96,0.0,0.0,0.0,1.7
2018-01-22,724,197,103,32,52,37,74,146,125,12.2,3.3,53.96,37.94,20.6,0.0,0.0,5.6
2018-01-23,719,177,113,48,57,42,65,145,116,3.9,-2.1,39.02,28.22,1.8,13.0,0.0,5.7
2018-01-24,614,144,107,35,45,43,56,138,102,-1.0,-2.7,30.2,27.14,0.5,8.0,30.0,2.9
2018-01-25,641,160,126,25,52,35,72,112,106,6.1,-4.3,42.980000000000004,24.26,0.0,0.0,30.0,4.3
2018-01-26,762,168,140,40,55,45,88,170,140,10.6,0.6,51.08,33.08,0.0,0.0,0.0,8.3
2018-01-27,755,189,146,30,43,45,76,181,142,10.0,2.2,50.0,35.96,0.0,0.0,0.0,5.5
2018-01-28,673,139,157,29,50,37,65,146,163,4.4,-2.1,39.92,28.22,0.3,0.0,0.0,3.9
2018-01-29,652,187,105,24,45,23,57,126,110,-1.0,-8.2,30.2,17.240000000000002,0.0,0.0,0.0,5.4
2018-01-30,637,157,113,33,42,30,56,134,99,-0.5,-9.3,31.1,15.259999999999998,0.0,0.0,0.0,4.7
2018-01-31,709,194,118,32,48,44,66,146,117,5.6,-0.5,42.08,31.1,0.0,0.0,0.0,6.2
2018-02-01,751,183,86,28,65,34,56,126,141,1.7,-13.2,35.06,8.240000000000002,0.0,0.0,0.0,6.9
2018-02-02,676,158,98,31,48,50,44,145,117,-5.5,-14.9,22.1,5.18,0.0,0.0,0.0,4.6
2018-02-03,630,128,119,22,32,41,68,156,121,5.0,-5.5,41.0,22.1,0.8,20.0,0.0,5.9
2018-02-04,513,102,119,18,45,16,62,109,125,1.7,-15.5,35.06,4.100000000000001,2.0,28.0,30.0,6.0
2018-02-05,545,117,102,23,38,22,49,103,102,-11.0,-19.3,12.2,-2.740000000000002,5.6,56.0,50.0,3.1
2018-02-06,588,136,114,23,36,40,37,149,109,-6.0,-16.0,21.2,3.1999999999999993,0.5,5.0,100.0,2.4
2018-02-07,544,120,86,28,35,36,46,130,98,-6.6,-13.2,20.12,8.240000000000002,2.8,43.0,100.0,4.2
2018-02-08,559,124,93,28,39,43,38,137,109,-6.0,-13.8,21.2,7.16,3.8,41.0,100.0,3.1
2018-02-09,506,112,100,25,40,17,34,123,111,-2.1,-7.7,28.22,18.14,14.5,157.0,200.0,4.8
2018-02-10,535,119,107,20,38,30,49,119,107,-5.5,-9.9,22.1,14.18,1.3,20.0,250.0,4.3
2018-02-11,538,94,127,23,42,28,61,134,120,-5.5,-11.6,22.1,11.120000000000001,9.9,94.0,300.0,4.5
2018-02-12,572,125,96,14,48,50,59,139,102,-2.7,-15.5,27.14,4.100000000000001,0.0,0.0,300.0,2.8
2018-02-13,647,153,115,34,51,40,39,140,121,1.7,-13.8,35.06,7.16,0.0,0.0,280.0,2.8
2018-02-14,662,136,136,23,55,42,70,167,136,6.7,-4.3,44.06,24.26,0.0,0.0,250.0,4.3
2018-02-15,701,153,129,29,71,52,54,180,145,8.9,3.3,48.02,37.94,0.0,0.0,100.0,2.8
2018-02-16,665,162,113,34,63,26,72,122,114,2.8,-6.6,37.04,20.12,0.0,0.0,0.0,4.5
2018-02-17,604,149,123,16,40,11,84,101,126,1.7,-8.2,35.06,17.240000000000002,2.8,51.0,0.0,3.8
2018-02-18,587,115,138,27,47,19,72,125,141,5.0,-11.0,41.0,12.2,0.5,0.0,50.0,4.8
2018-02-19,624,139,107,30,55,30,80,128,122,15.6,2.8,60.08,37.04,13.2,0.0,0.0,5.4
2018-02-20,649,127,112,32,58,33,62,129,120,18.9,1.1,66.02,33.98,53.3,0.0,0.0,5.9
2018-02-21,642,161,112,21,57,40,53,148,113,1.1,-2.7,33.98,27.14,1.0,0.0,0.0,4.9
2018-02-22,677,156,118,20,64,38,69,158,131,4.4,-1.6,39.92,29.12,0.0,0.0,0.0,5.9
2018-02-23,671,168,104,28,57,53,61,169,114,6.7,0.6,44.06,33.08,1.5,0.0,0.0,4.2
2018-02-24,680,155,162,22,37,32,90,160,157,10.0,0.6,50.0,33.08,4.1,0.0,0.0,5.9
2018-02-25,658,158,149,17,43,31,81,134,152,10.0,1.1,50.0,33.98,0.3,0.0,0.0,8.0
2018-02-26,625,139,125,25,47,45,61,153,100,11.7,-2.1,53.06,28.22,0.0,0.0,0.0,3.9
2018-02-27,693,161,107,30,54,55,70,160,117,16.7,3.9,62.059999999999995,39.02,0.0,0.0,0.0,6.2
2018-02-28,648,150,103,27,50,42,51,154,116,15.0,2.8,59.0,37.04,0.0,0.0,0.0,5.0
2018-03-01,844,165,130,25,79,36,81,147,183,7.8,1.1,46.04,33.98,20.6,0.0,0.0,6.5
2018-03-02,693,153,115,24,53,51,80,178,118,8.9,-1.0,48.02,30.2,0.0,0.0,0.0,2.8
2018-03-03,666,136,155,20,45,42,82,157,157,6.1,0.6,42.980000000000004,33.08,0.0,0.0,0.0,3.5
2018-03-04,649,143,135,16,49,46,78,147,144,7.8,0.0,46.04,32.0,0.0,0.0,0.0,5.5
2018-03-05,665,144,125,32,52,47,67,154,133,4.4,0.6,39.92,33.08,2.8,10.0,0.0,7.8
2018-03-06,654,154,114,17,62,42,58,143,129,5.0,-0.5,41.0,31.1,1.8,0.0,0.0,3.9
2018-03-07,658,157,98,28,59,50,44,155,103,1.1,-3.8,33.98,25.16,0.0,0.0,0.0,6.1
2018-03-08,660,125,119,32,48,36,74,133,113,1.1,-4.3,33.98,24.26,0.0,0.0,0.0,5.0
2018-03-09,745,167,118,30,42,43,92,164,115,5.0,-4.9,41.0,23.18,0.0,0.0,0.0,2.9
2018-03-10,686,155,151,24,53,42,70,159,152,5.0,-4.9,41.0,23.18,0.0,0.0,0.0,2.5
2018-03-11,620,132,143,19,54,36,75,144,166,4.4,-2.1,39.92,28.22,0.0,0.0,0.0,3.7
2018-03-12,663,163,117,32,51,35,61,132,114,7.8,-1.0,46.04,30.2,0.0,0.0,0.0,5.1
2018-03-13,639,154,120,23,56,34,66,127,121,1.7,-7.1,35.06,19.22,5.6,56.0,0.0,4.8
2018-03-14,665,144,136,28,51,46,71,164,124,8.9,-5.5,48.02,22.1,0.0,0.0,30.0,4.9
2018-03-15,693,161,129,24,62,38,63,136,127,10.0,-2.1,50.0,28.22,0.0,0.0,0.0,4.1
2018-03-16,705,157,118,29,74,50,71,146,124,3.3,-1.6,37.94,29.12,0.0,0.0,0.0,4.9
2018-03-17,778,167,184,20,49,47,109,171,170,7.8,-1.0,46.04,30.2,0.0,0.0,0.0,4.5
2018-03-18,691,144,159,22,45,34,72,136,175,13.9,-2.7,57.02,27.14,0.0,0.0,0.0,2.1
2018-03-19,661,136,126,35,36,40,69,128,107,7.8,0.6,46.04,33.08,0.0,0.0,0.0,6.8
2018-03-20,715,151,117,36,55,46,80,147,145,2.8,-1.6,37.04,29.12,0.0,0.0,0.0,7.6
2018-03-21,691,159,131,26,54,37,73,159,129,4.4,-3.8,39.92,25.16,0.0,0.0,0.0,4.7
2018-03-22,671,160,95,27,45,39,89,129,94,10.0,-5.5,50.0,22.1,0.0,0.0,0.0,3.1
2018-03-23,752,169,133,35,59,57,82,168,128,6.1,-3.8,42.980000000000004,25.16,0.0,0.0,0.0,4.1
2018-03-24,651,163,134,26,44,28,70,133,148,4.4,0.0,39.92,32.0,0.0,0.0,0.0,7.8
2018-03-25,677,141,163,24,45,43,84,172,168,5.0,-2.7,41.0,27.14,0.0,0.0,0.0,6.3
2018-03-26,698,169,119,31,33,40,75,142,148,11.7,-0.5,53.06,31.1,5.8,0.0,0.0,4.3
2018-03-27,675,148,122,32,53,32,73,140,137,10.6,3.9,51.08,39.02,3.8,0.0,0.0,4.2
2018-03-28,690,160,125,28,40,52,81,151,136,12.2,3.9,53.96,39.02,0.3,0.0,0.0,2.0
2018-03-29,629,147,92,27,62,40,72,136,119,10.0,1.7,50.0,35.06,1.3,0.0,0.0,4.0
2018-03-30,705,176,108,28,51,35,75,157,126,9.4,0.6,48.92,33.08,0.0,0.0,0.0,3.5
2018-03-31,691,152,127,23,59,39,100,151,154,14.4,0.0,57.92,32.0,2.3,0.0,0.0,7.1
2018-04-01,748,147,132,31,51,31,72,120,192,1.7,-4.3,35.06,24.26,0.0,0.0,0.0,3.5
2018-04-02,673,159,116,34,48,42,82,131,127,6.7,-6.0,44.06,21.2,0.0,0.0,0.0,3.1
2018-04-03,606,150,89,30,42,43,60,137,119,4.4,1.1,39.92,33.98,5.1,0.0,0.0,5.4
2018-04-04,702,164,124,30,51,34,72,144,112,1.7,-3.2,35.06,26.240000000000002,0.3,5.0,0.0,6.8
2018-04-05,674,147,117,26,55,33,74,146,128,5.6,-4.9,42.08,23.18,1.8,0.0,0.0,3.3
2018-04-06,696,165,147,30,51,36,55,158,129,3.3,-3.8,37.94,25.16,0.0,0.0,0.0,6.4
2018-04-07,635,124,165,20,43,41,76,150,155,3.9,-6.6,39.02,20.12,0.0,0.0,0.0,4.0
2018-04-08,618,151,128,11,45,35,73,127,149,3.9,-6.0,39.02,21.2,0.3,0.0,0.0,3.1
2018-04-09,663,162,106,25,55,39,77,136,118,3.9,-1.0,39.02,30.2,3.3,51.0,30.0,2.7
2018-04-10,715,165,105,28,53,51,73,156,121,7.8,-2.1,46.04,28.22,0.0,0.0,0.0,3.8
2018-04-11,773,169,130,41,76,38,83,136,140,18.9,3.9,66.02,39.02,1.3,0.0,0.0,4.4
2018-04-12,752,177,152,27,67,34,75,139,155,22.8,5.6,73.04,42.08,0.8,0.0,0.0,6.3
2018-04-13,781,202,140,29,47,49,84,149,156,8.3,3.9,46.94,39.02,1.8,0.0,0.0,5.9
2018-04-14,689,177,131,33,49,30,60,130,132,3.9,2.2,39.02,35.96,24.4,0.0,0.0,9.4
2018-04-15,603,142,129,29,46,27,67,96,125,2.8,-2.1,37.04,28.22,18.8,5.0,0.0,6.1
2018-04-16,732,186,123,62,49,21,102,114,125,1.7,-2.7,35.06,27.14,0.3,8.0,0.0,6.7
2018-04-17,698,172,107,40,54,31,68,141,125,6.1,-1.6,42.980000000000004,29.12,0.0,0.0,0.0,5.0
2018-04-18,629,156,99,27,56,22,63,119,110,2.8,-1.0,37.04,30.2,10.4,10.0,0.0,5.2
2018-04-19,725,167,91,35,62,43,72,166,121,12.8,-0.5,55.04,31.1,0.3,3.0,0.0,4.4
2018-04-20,804,186,155,33,46,54,76,181,133,16.1,-0.5,60.980000000000004,31.1,0.0,0.0,0.0,2.2
2018-04-21,677,135,143,24,53,44,85,159,138,12.8,3.9,55.04,39.02,0.0,0.0,0.0,1.7
2018-04-22,699,150,149,32,52,35,95,147,155,16.7,5.6,62.059999999999995,42.08,0.0,0.0,0.0,4.7
2018-04-23,717,174,121,34,64,25,75,131,142,17.2,6.1,62.959999999999994,42.980000000000004,0.0,0.0,0.0,5.3
2018-04-24,713,186,130,33,55,27,79,144,143,18.3,8.9,64.94,48.02,0.0,0.0,0.0,3.8
2018-04-25,750,186,128,36,67,39,66,174,126,11.7,3.3,53.06,37.94,0.0,0.0,0.0,6.2
2018-04-26,735,203,102,21,63,32,72,134,129,18.9,2.2,66.02,35.96,0.0,0.0,0.0,1.7
2018-04-27,773,182,129,36,69,56,74,179,143,14.4,3.9,57.92,39.02,0.5,0.0,0.0,6.2
2018-04-28,679,180,119,35,52,37,63,128,134,10.0,0.6,50.0,33.08,0.0,0.0,0.0,5.5
2018-04-29,725,163,156,26,55,42,80,163,166,15.0,-0.5,59.0,31.1,0.0,0.0,0.0,3.0
2018-04-30,794,172,142,43,64,31,87,153,151,26.7,4.4,80.06,39.92,0.0,0.0,0.0,5.6
2018-05-01,1017,229,193,31,75,31,99,166,183,30.0,15.6,86.0,60.08,0.0,0.0,0.0,6.9
2018-05-02,791,193,150,26,73,45,62,174,149,30.0,17.2,86.0,62.959999999999994,33.5,0.0,0.0,5.5
2018-05-03,742,165,147,26,68,36,81,145,152,21.1,12.2,69.98,53.96,14.5,0.0,0.0,3.2
2018-05-04,815,176,172,28,73,57,79,194,148,23.3,16.1,73.94,60.980000000000004,0.0,0.0,0.0,6.4
2018-05-05,853,207,211,28,62,36,96,173,185,27.8,13.9,82.04,57.02,0.0,0.0,0.0,3.8
2018-05-06,716,147,186,18,60,24,93,142,200,20.0,10.0,68.0,50.0,0.0,0.0,0.0,4.4
2018-05-07,806,199,150,30,66,44,74,154,150,23.9,7.8,75.02,46.04,0.0,0.0,0.0,2.5
2018-05-08,808,179,152,32,65,34,80,183,151,27.2,13.9,80.96,57.02,0.0,0.0,0.0,3.1
2018-05-09,793,192,157,42,63,26,80,167,146,27.2,13.9,80.96,57.02,6.4,0.0,0.0,6.0
2018-05-10,779,200,139,34,61,36,71,157,135,22.8,10.0,73.04,50.0,0.0,0.0,0.0,4.1
2018-05-11,729,166,133,40,54,41,86,152,127,11.1,7.2,51.98,44.96,1.0,0.0,0.0,6.7
2018-05-12,700,172,130,30,51,34,94,142,157,10.0,6.7,50.0,44.06,8.4,0.0,0.0,5.6
2018-05-13,690,145,161,22,49,32,100,127,185,19.4,7.2,66.92,44.96,23.1,0.0,0.0,2.8
2018-05-14,787,186,123,35,74,33,107,135,162,28.3,11.7,82.94,53.06,39.1,0.0,0.0,3.7
2018-05-15,746,184,136,28,69,25,76,119,148,21.7,10.6,71.06,51.08,0.0,0.0,0.0,4.9
2018-05-16,760,174,170,33,67,39,78,141,144,26.1,8.3,78.98,46.94,0.0,0.0,0.0,2.4
2018-05-17,799,202,139,34,75,29,90,149,159,20.6,11.1,69.08,51.98,0.0,0.0,0.0,4.1
2018-05-18,802,184,138,34,61,47,63,169,145,18.3,11.1,64.94,51.98,2.5,0.0,0.0,4.9
2018-05-19,759,187,166,35,47,53,79,162,157,20.6,12.2,69.08,53.96,0.5,0.0,0.0,2.4
2018-05-20,767,168,169,35,61,35,82,147,182,12.8,6.7,55.04,44.06,6.9,0.0,0.0,6.1
2018-05-21,715,179,116,30,58,50,74,142,128,17.8,9.4,64.04,48.92,49.8,0.0,0.0,2.8
2018-05-22,796,184,140,40,85,39,80,157,169,19.4,12.2,66.92,53.96,0.0,0.0,0.0,2.1
2018-05-23,781,181,141,22,75,37,83,151,133,26.7,11.1,80.06,51.98,0.0,0.0,0.0,1.8
2018-05-24,822,185,150,36,64,50,88,171,131,30.6,14.4,87.08000000000001,57.92,0.0,0.0,0.0,2.3
2018-05-25,807,184,165,23,71,26,98,153,163,31.7,19.4,89.06,66.92,0.0,0.0,0.0,4.0
2018-05-26,857,195,215,19,72,42,97,183,203,32.2,21.1,89.96000000000001,69.98,0.0,0.0,0.0,3.1
2018-05-27,884,178,247,26,56,46,101,234,237,36.1,21.1,96.98,69.98,0.0,0.0,0.0,2.1
2018-05-28,889,183,194,32,71,48,96,206,223,35.0,21.1,95.0,69.98,0.0,0.0,0.0,3.2
2018-05-29,877,206,194,41,63,33,99,152,176,30.6,18.9,87.08000000000001,66.02,0.0,0.0,0.0,3.0
2018-05-30,847,208,138,37,71,36,109,174,151,30.0,19.4,86.0,66.92,22.9,0.0,0.0,3.6
2018-05-31,842,201,159,48,77,33,76,169,162,31.7,20.6,89.06,69.08,0.0,0.0,0.0,4.3
2018-06-01,1033,232,166,42,72,43,86,179,220,24.4,11.7,75.92,53.06,0.0,0.0,0.0,6.0
2018-06-02,821,183,178,31,68,50,76,168,166,21.1,11.1,69.98,51.98,7.9,0.0,0.0,3.9
2018-06-03,835,188,198,36,64,37,91,174,189,25.6,15.6,78.08,60.08,0.0,0.0,0.0,6.4
2018-06-04,791,187,149,36,76,30,75,141,141,26.7,12.8,80.06,55.04,0.0,0.0,0.0,4.5
2018-06-05,753,199,133,33,66,37,69,130,125,22.2,12.2,71.96,53.96,0.3,0.0,0.0,5.9
2018-06-06,814,206,140,33,77,35,75,153,152,26.1,8.9,78.98,48.02,2.5,0.0,0.0,2.6
2018-06-07,768,182,155,33,63,35,90,147,147,27.2,15.6,80.96,60.08,0.0,0.0,0.0,3.9
2018-06-08,774,178,129,36,64,46,92,162,144,22.8,15.0,73.04,59.0,0.0,0.0,0.0,3.7
2018-06-09,818,213,153,25,49,40,106,159,154,27.8,13.9,82.04,57.02,33.3,0.0,0.0,2.6
2018-06-10,734,208,166,31,34,38,75,124,163,21.7,15.6,71.06,60.08,34.0,0.0,0.0,3.5
2018-06-11,749,199,131,32,49,39,78,136,138,21.1,16.1,69.98,60.980000000000004,2.5,0.0,0.0,4.3
2018-06-12,795,201,139,28,70,33,85,141,147,26.7,16.7,80.06,62.059999999999995,0.0,0.0,0.0,1.7
2018-06-13,752,193,155,27,66,33,73,141,149,27.2,17.8,80.96,64.04,0.0,0.0,0.0,3.9
2018-06-14,759,189,124,38,54,39,104,172,129,27.2,17.8,80.96,64.04,0.0,0.0,0.0,2.0
2018-06-15,844,178,153,34,60,42,80,172,160,31.7,17.8,89.06,64.04,0.0,0.0,0.0,3.0
2018-06-16,829,201,175,31,59,32,109,154,184,33.3,20.6,91.94,69.08,16.5,0.0,0.0,4.3
2018-06-17,830,177,226,29,86,20,85,162,242,33.9,25.6,93.02,78.08,0.0,0.0,0.0,4.8
2018-06-18,848,213,185,35,59,29,95,155,196,35.0,18.9,95.0,66.02,9.1,0.0,0.0,5.7
2018-06-19,795,196,153,43,69,35,90,148,171,27.2,17.2,80.96,62.959999999999994,0.5,0.0,0.0,3.8
2018-06-20,896,231,160,46,59,43,100,173,167,25.0,18.3,77.0,64.94,0.0,0.0,0.0,3.6
2018-06-21,668,197,99,38,52,31,49,106,122,19.4,16.7,66.92,62.059999999999995,35.8,0.0,0.0,5.7
2018-06-22,724,183,113,43,57,45,83,157,130,17.8,15.0,64.04,59.0,31.2,0.0,0.0,6.2
2018-06-23,840,224,158,32,58,37,105,159,154,27.2,16.7,80.96,62.059999999999995,0.0,0.0,0.0,2.4
2018-06-24,871,215,201,37,76,20,93,158,183,26.7,17.8,80.06,64.04,0.0,0.0,0.0,3.9
2018-06-25,854,221,165,44,58,34,85,151,159,25.6,16.1,78.08,60.980000000000004,0.0,0.0,0.0,5.1
2018-06-26,794,210,120,41,59,31,110,131,146,28.9,18.9,84.02,66.02,19.3,0.0,0.0,4.0
2018-06-27,829,216,131,48,70,39,83,154,149,26.7,20.6,80.06,69.08,0.8,0.0,0.0,3.0
2018-06-28,822,211,146,37,67,33,76,152,158,31.1,20.0,87.98,68.0,0.0,0.0,0.0,2.1
2018-06-29,782,195,148,36,63,32,82,157,167,35.6,22.8,96.08000000000001,73.04,0.0,0.0,0.0,4.5
2018-06-30,867,212,194,29,56,46,89,196,171,34.4,26.7,93.91999999999999,80.06,0.0,0.0,0.0,5.0
2018-07-01,993,203,194,50,74,56,87,201,221,34.4,24.4,93.91999999999999,75.92,6.1,0.0,0.0,5.5
2018-07-02,861,231,169,37,71,37,84,164,155,29.4,20.6,84.91999999999999,69.08,0.0,0.0,0.0,2.6
2018-07-03,826,200,134,53,56,55,86,178,141,31.7,17.2,89.06,62.959999999999994,0.0,0.0,0.0,2.8
2018-07-04,831,152,226,34,66,36,103,173,208,33.9,24.4,93.02,75.92,0.3,0.0,0.0,3.4
2018-07-05,843,193,158,39,67,63,98,200,176,33.3,23.3,91.94,73.94,0.5,0.0,0.0,2.9
2018-07-06,893,206,130,45,69,66,97,188,143,23.9,17.8,75.02,64.04,0.0,0.0,0.0,6.2
2018-07-07,833,187,178,32,64,41,92,166,179,27.8,15.0,82.04,59.0,0.0,0.0,0.0,3.1
2018-07-08,827,150,220,35,69,39,90,190,198,31.1,17.2,87.98,62.959999999999994,0.0,0.0,0.0,1.9
2018-07-09,803,200,134,39,64,34,91,147,142,32.8,19.4,91.03999999999999,66.92,0.0,0.0,0.0,3.5
2018-07-10,812,221,138,38,55,37,87,142,147,30.6,21.7,87.08000000000001,71.06,0.0,0.0,0.0,4.8
2018-07-11,736,187,140,33,56,24,74,130,126,30.6,19.4,87.08000000000001,66.92,0.0,0.0,0.0,2.9
2018-07-12,802,218,123,34,77,43,79,140,139,30.6,21.1,87.08000000000001,69.98,0.0,0.0,0.0,3.3
2018-07-13,819,227,154,39,62,34,85,141,153,35.0,22.2,95.0,71.96,0.0,0.0,0.0,3.9
2018-07-14,788,187,187,31,64,36,84,158,176,27.8,22.2,82.04,71.96,6.6,0.0,0.0,2.1
2018-07-15,812,189,188,26,61,30,89,156,196,32.8,22.2,91.03999999999999,71.96,0.0,0.0,0.0,1.7
2018-07-16,786,190,152,35,58,40,84,148,154,33.9,22.2,93.02,71.96,2.0,0.0,0.0,2.7
2018-07-17,746,191,139,30,56,40,82,128,142,27.2,20.0,80.96,68.0,0.0,0.0,0.0,4.4
2018-07-18,840,200,169,37,71,29,80,137,148,26.7,17.2,80.06,62.959999999999994,0.0,0.0,0.0,3.3
2018-07-19,779,210,140,30,61,25,67,127,149,30.6,19.4,87.08000000000001,66.92,0.8,0.0,0.0,4.6
2018-07-20,823,229,137,41,65,38,79,133,140,25.6,21.1,78.08,69.98,3.8,0.0,0.0,5.2
2018-07-21,800,191,186,41,57,37,98,177,173,26.1,20.6,78.98,69.08,3.0,0.0,0.0,5.8
2018-07-22,795,179,173,39,60,45,84,146,180,24.4,19.4,75.92,66.92,3.3,0.0,0.0,6.6
2018-07-23,848,218,158,35,64,35,97,151,162,27.8,18.3,82.04,64.94,0.0,0.0,0.0,4.1
2018-07-24,800,210,143,41,72,34,89,144,139,31.1,18.9,87.98,66.02,0.0,0.0,0.0,2.2
2018-07-25,812,205,152,28,57,47,90,174,141,32.2,19.4,89.96000000000001,66.92,0.0,0.0,0.0,3.5
2018-07-26,804,209,133,41,53,38,92,157,119,27.2,18.9,80.96,66.02,0.8,0.0,0.0,4.6
2018-07-27,800,178,118,41,62,42,107,170,147,26.1,16.7,78.98,62.059999999999995,0.0,0.0,0.0,3.6
2018-07-28,807,199,164,30,48,30,95,170,138,27.8,16.1,82.04,60.980000000000004,0.0,0.0,0.0,2.5
2018-07-29,776,183,181,33,68,28,69,154,183,28.3,16.7,82.94,62.059999999999995,1.8,0.0,0.0,1.3
2018-07-30,782,215,122,41,48,22,91,118,149,27.8,16.7,82.04,62.059999999999995,0.0,0.0,0.0,2.7
2018-07-31,830,210,146,33,69,35,95,152,140,26.7,18.9,80.06,66.02,0.0,0.0,0.0,3.4
2018-08-01,953,234,156,42,68,35,81,169,189,29.4,17.2,84.91999999999999,62.959999999999994,0.0,0.0,0.0,3.4
2018-08-02,856,266,150,42,50,26,82,150,136,29.4,21.1,84.91999999999999,69.98,0.0,0.0,0.0,4.0
2018-08-03,892,274,157,30,52,39,74,155,147,31.7,19.4,89.06,66.92,0.0,0.0,0.0,1.8
2018-08-04,907,244,201,48,63,37,87,158,172,36.1,21.7,96.98,71.06,0.0,0.0,0.0,4.3
2018-08-05,860,224,199,29,77,19,97,150,193,34.4,23.9,93.91999999999999,75.02,0.0,0.0,0.0,5.6
2018-08-06,805,218,130,48,52,39,74,146,120,27.2,20.6,80.96,69.08,8.6,0.0,0.0,3.0
2018-08-07,787,234,122,34,46,42,70,160,145,28.3,20.6,82.94,69.08,59.9,0.0,0.0,2.2
2018-08-08,793,223,125,27,63,38,69,173,144,29.4,20.6,84.91999999999999,69.08,0.0,0.0,0.0,2.6
2018-08-09,770,210,147,44,50,32,75,134,143,31.7,20.6,89.06,69.08,10.9,0.0,0.0,4.3
2018-08-10,859,233,137,41,66,48,74,183,141,28.3,21.1,82.94,69.98,0.0,0.0,0.0,4.1
2018-08-11,861,191,178,46,66,43,92,170,179,31.1,20.0,87.98,68.0,0.0,0.0,0.0,2.1
2018-08-12,845,162,196,28,67,47,113,178,178,30.6,21.1,87.08000000000001,69.98,0.0,0.0,0.0,2.7
2018-08-13,825,225,150,38,59,34,77,153,152,31.7,18.9,89.06,66.02,0.0,0.0,0.0,1.3
2018-08-14,829,222,142,34,67,48,86,159,151,30.6,21.7,87.08000000000001,71.06,0.0,0.0,0.0,2.3
2018-08-15,802,226,124,38,57,41,81,156,141,29.4,22.8,84.91999999999999,73.04,0.3,0.0,0.0,2.6
2018-08-16,838,224,139,43,72,39,93,148,159,30.0,20.6,86.0,69.08,12.7,0.0,0.0,2.0
2018-08-17,810,198,138,44,55,52,91,156,143,29.4,20.0,84.91999999999999,68.0,2.8,0.0,0.0,2.5
2018-08-18,912,204,194,43,56,50,85,208,190,26.7,21.1,80.06,69.98,0.0,0.0,0.0,3.8
2018-08-19,793,164,188,24,52,43,95,167,177,30.0,20.0,86.0,68.0,0.0,0.0,0.0,2.9
2018-08-20,748,174,117,45,55,37,70,139,142,26.1,20.6,78.98,69.08,20.8,0.0,0.0,4.5
2018-08-21,722,197,113,35,66,41,67,140,122,25.6,18.9,78.08,66.02,3.3,0.0,0.0,4.7
2018-08-22,852,217,138,54,51,41,120,188,129,26.1,14.4,78.98,57.92,0.0,0.0,0.0,3.9
2018-08-23,728,200,123,36,61,27,87,135,127,26.7,15.6,80.06,60.08,0.0,0.0,0.0,2.9
2018-08-24,792,203,134,42,54,49,78,167,141,22.2,17.2,71.96,62.959999999999994,1.0,0.0,0.0,5.3
